Time,City,Product,Sales
month1,city1,product1,195.0
month2,city1,product1,192.0
month3,city1,product1,158.0
month4,city1,product1,190.0
month5,city1,product1,142.0
month6,city1,product1,170.0
month7,city1,product1,142.0
month8,city1,product1,194.0
month9,city1,product1,164.0
month10,city1,product1,198.0
month11,city1,product1,184.0
month12,city1,product1,169.0
month1,city1,product2,222.0
month2,city1,product2,206.0
month3,city1,product2,186.0
month4,city1,product2,209.0
month5,city1,product2,167.0
month6,city1,product2,188.0
month7,city1,product2,169.0
month8,city1,product2,207.0
month9,city1,product2,188.0
month10,city1,product2,217.0
month11,city1,product2,215.0
month12,city1,product2,198.0
month1,city1,product3,243.0
month2,city1,product3,237.0
month3,city1,product3,210.0
month4,city1,product3,237.0
month5,city1,product3,192.0
month6,city1,product3,220.0
month7,city1,product3,193.0
month8,city1,product3,240.0
month9,city1,product3,201.0
month10,city1,product3,246.0
month11,city1,product3,230.0
month12,city1,product3,216.0
month1,city1,product4,251.0
month2,city1,product4,244.0
month3,city1,product4,217.0
month4,city1,product4,247.0
month5,city1,product4,200.0
month6,city1,product4,232.0
month7,city1,product4,207.0
month8,city1,product4,248.0
month9,city1,product4,216.0
month10,city1,product4,255.0
month11,city1,product4,244.0
month12,city1,product4,231.0
month1,city1,product5,244.0
month2,city1,product5,228.0
month3,city1,product5,212.0
month4,city1,product5,230.0
month5,city1,product5,185.0
month6,city1,product5,213.0
month7,city1,product5,192.0
month8,city1,product5,243.0
month9,city1,product5,205.0
month10,city1,product5,236.0
month11,city1,product5,232.0
month12,city1,product5,216.0
month1,city1,product6,207.0
month2,city1,product6,195.0
month3,city1,product6,179.0
month4,city1,product6,190.0
month5,city1,product6,145.0
month6,city1,product6,179.0
month7,city1,product6,162.0
month8,city1,product6,201.0
month9,city1,product6,173.0
month10,city1,product6,213.0
month11,city1,product6,200.0
month12,city1,product6,179.0
month1,city1,product7,224.0
month2,city1,product7,211.0
month3,city1,product7,186.0
month4,city1,product7,218.0
month5,city1,product7,160.0
month6,city1,product7,196.0
month7,city1,product7,170.0
month8,city1,product7,210.0
