Time,City,Product,Sales
week1,city1,product1,242.0
week2,city1,product1,252.0
week3,city1,product1,268.0
week4,city1,product1,239.0
week5,city1,product1,263.0
week6,city1,product1,234.0
week7,city1,product1,258.0
week8,city1,product1,243.0
week9,city1,product1,234.0
week10,city1,product1,270.0
week11,city1,product1,237.0
week12,city1,product1,232.0
week13,city1,product1,249.0
week14,city1,product1,231.0
week15,city1,product1,253.0
week16,city1,product1,266.0
week17,city1,product1,236.0
week18,city1,product1,250.0
week19,city1,product1,258.0
week20,city1,product1,253.0
week21,city1,product1,238.0
week22,city1,product1,238.0
week23,city1,product1,256.0
week24,city1,product1,235.0
week25,city1,product1,232.0
week26,city1,product1,244.0
week27,city1,product1,250.0
week28,city1,product1,270.0
week29,city1,product1,246.0
week30,city1,product1,243.0
week31,city1,product1,233.0
week32,city1,product1,263.0
week33,city1,product1,265.0
week34,city1,product1,252.0
week35,city1,product1,257.0
week36,city1,product1,253.0
week37,city1,product1,234.0
week38,city1,product1,233.0
week39,city1,product1,245.0
week40,city1,product1,262.0
week41,city1,product1,260.0
week42,city1,product1,248.0
week43,city1,product1,268.0
week44,city1,product1,247.0
week45,city1,product1,231.0
week46,city1,product1,242.0
week47,city1,product1,269.0
week48,city1,product1,240.0
week49,city1,product1,263.0
week50,city1,product1,250.0
week51,city1,product1,254.0
week52,city1,product1,261.0
week1,city1,product2,225.0
week2,city1,product2,234.0
week3,city1,product2,250.0
week4,city1,product2,222.0
week5,city1,product2,246.0
week6,city1,product2,216.0
week7,city1,product2,240.0
week8,city1,product2,225.0
week9,city1,product2,217.0
week10,city1,product2,253.0
week11,city1,product2,220.0
week12,city1,product2,214.0
week13,city1,product2,231.0
week14,city1,product2,214.0
week15,city1,product2,236.0
week16,city1,product2,248.0
week17,city1,product2,218.0
week18,city1,product2,232.0
week19,city1,product2,240.0
week20,city1,product2,236.0
week21,city1,product2,220.0
week22,city1,product2,220.0
week23,city1,product2,238.0
week24,city1,product2,217.0
week25,city1,product2,214.0
week26,city1,product2,226.0
week27,city1,product2,233.0
week28,city1,product2,252.0
week29,city1,product2,228.0
week30,city1,product2,225.0
week31,city1,product2,215.0
week32,city1,product2,245.0
week33,city1,product2,247.0
week34,city1,product2,234.0
week35,city1,product2,239.0
week36,city1,product2,236.0
week37,city1,product2,218.0
week38,city1,product2,215.0
week39,city1,product2,228.0
week40,city1,product2,245.0
week41,city1,product2,242.0
week42,city1,product2,230.0
week43,city1,product2,251.0
week44,city1,product2,229.0
week45,city1,product2,214.0
week46,city1,product2,226.0
week47,city1,product2,251.0
week48,city1,product2,222.0
week49,city1,product2,246.0
week50,city1,product2,232.0
week51,city1,product2,236.0
week52,city1,product2,243.0
week1,city1,product3,222.0
week2,city1,product3,230.0
week3,city1,product3,246.0
week4,city1,product3,219.0
week5,city1,product3,242.0
week6,city1,product3,213.0
week7,city1,product3,237.0
week8,city1,product3,222.0
week9,city1,product3,213.0
week10,city1,product3,250.0
week11,city1,product3,215.0
week12,city1,product3,211.0
week13,city1,product3,228.0
week14,city1,product3,210.0
week15,city1,product3,232.0
week16,city1,product3,244.0
week17,city1,product3,215.0
week18,city1,product3,230.0
week19,city1,product3,237.0
week20,city1,product3,232.0
week21,city1,product3,217.0
week22,city1,product3,217.0
week23,city1,product3,235.0
week24,city1,product3,214.0
week25,city1,product3,211.0
week26,city1,product3,223.0
week27,city1,product3,230.0
week28,city1,product3,249.0
week29,city1,product3,225.0
week30,city1,product3,222.0
week31,city1,product3,213.0
week32,city1,product3,242.0
week33,city1,product3,244.0
week34,city1,product3,230.0
week35,city1,product3,236.0
week36,city1,product3,232.0
week37,city1,product3,214.0
week38,city1,product3,212.0
week39,city1,product3,224.0
week40,city1,product3,241.0
week41,city1,product3,239.0
week42,city1,product3,227.0
week43,city1,product3,247.0
week44,city1,product3,226.0
week45,city1,product3,211.0
week46,city1,product3,222.0
week47,city1,product3,248.0
week48,city1,product3,220.0
week49,city1,product3,243.0
week50,city1,product3,229.0
week51,city1,product3,233.0
week52,city1,product3,240.0
week1,city1,product4,227.0
week2,city1,product4,236.0
week3,city1,product4,252.0
week4,city1,product4,223.0
week5,city1,product4,247.0
week6,city1,product4,218.0
week7,city1,product4,243.0
week8,city1,product4,227.0
week9,city1,product4,219.0
week10,city1,product4,255.0
week11,city1,product4,221.0
week12,city1,product4,216.0
week13,city1,product4,233.0
week14,city1,product4,216.0
week15,city1,product4,238.0
week16,city1,product4,250.0
week17,city1,product4,220.0
week18,city1,product4,234.0
week19,city1,product4,242.0
week20,city1,product4,238.0
week21,city1,product4,222.0
week22,city1,product4,222.0
week23,city1,product4,240.0
week24,city1,product4,219.0
week25,city1,product4,216.0
week26,city1,product4,228.0
week27,city1,product4,235.0
