Time,City,Product,Sales
week1,city1,product1,64.0
week2,city1,product1,69.0
week3,city1,product1,59.0
week4,city1,product1,58.0
week5,city1,product1,56.0
week6,city1,product1,62.0
week7,city1,product1,64.0
week8,city1,product1,56.0
week9,city1,product1,63.0
week10,city1,product1,58.0
week11,city1,product1,67.0
week12,city1,product1,68.0
week13,city1,product1,59.0
week14,city1,product1,57.0
week15,city1,product1,67.0
week16,city1,product1,62.0
week17,city1,product1,69.0
week18,city1,product1,56.0
week19,city1,product1,52.0
week20,city1,product1,67.0
week21,city1,product1,66.0
week22,city1,product1,58.0
week23,city1,product1,56.0
week24,city1,product1,58.0
week25,city1,product1,64.0
week26,city1,product1,61.0
week27,city1,product1,58.0
week28,city1,product1,66.0
week29,city1,product1,63.0
week30,city1,product1,56.0
week31,city1,product1,58.0
week32,city1,product1,52.0
week33,city1,product1,57.0
week34,city1,product1,69.0
week35,city1,product1,58.0
week36,city1,product1,66.0
week37,city1,product1,58.0
week38,city1,product1,59.0
week39,city1,product1,56.0
week40,city1,product1,62.0
week41,city1,product1,65.0
week42,city1,product1,54.0
week43,city1,product1,58.0
week44,city1,product1,54.0
week45,city1,product1,59.0
week46,city1,product1,54.0
week47,city1,product1,54.0
week48,city1,product1,54.0
week49,city1,product1,59.0
week50,city1,product1,55.0
week51,city1,product1,53.0
week52,city1,product1,60.0
week1,city1,product2,75.0
week2,city1,product2,81.0
week3,city1,product2,70.0
week4,city1,product2,70.0
week5,city1,product2,65.0
week6,city1,product2,74.0
week7,city1,product2,75.0
week8,city1,product2,69.0
week9,city1,product2,75.0
week10,city1,product2,71.0
week11,city1,product2,80.0
week12,city1,product2,80.0
week13,city1,product2,68.0
week14,city1,product2,68.0
week15,city1,product2,80.0
week16,city1,product2,76.0
week17,city1,product2,82.0
week18,city1,product2,67.0
week19,city1,product2,67.0
week20,city1,product2,81.0
week21,city1,product2,81.0
week22,city1,product2,68.0
week23,city1,product2,68.0
week24,city1,product2,70.0
week25,city1,product2,76.0
week26,city1,product2,74.0
week27,city1,product2,68.0
week28,city1,product2,77.0
week29,city1,product2,76.0
week30,city1,product2,68.0
week31,city1,product2,71.0
week32,city1,product2,65.0
week33,city1,product2,68.0
week34,city1,product2,81.0
week35,city1,product2,71.0
week36,city1,product2,76.0
week37,city1,product2,71.0
week38,city1,product2,71.0
week39,city1,product2,69.0
week40,city1,product2,74.0
week41,city1,product2,77.0
