Time,City,Product,Sales
month1,city1,product1,153.0
month2,city1,product1,139.0
month3,city1,product1,153.0
month4,city1,product1,147.0
month5,city1,product1,135.0
month6,city1,product1,145.0
month7,city1,product1,152.0
month8,city1,product1,137.0
month9,city1,product1,144.0
month10,city1,product1,153.0
month11,city1,product1,138.0
month12,city1,product1,141.0
month1,city1,product2,136.0
month2,city1,product2,126.0
month3,city1,product2,138.0
month4,city1,product2,130.0
month5,city1,product2,121.0
month6,city1,product2,130.0
month7,city1,product2,136.0
month8,city1,product2,124.0
month9,city1,product2,127.0
month10,city1,product2,137.0
month11,city1,product2,123.0
month12,city1,product2,126.0
month1,city1,product3,163.0
month2,city1,product3,151.0
month3,city1,product3,164.0
month4,city1,product3,157.0
month5,city1,product3,146.0
month6,city1,product3,158.0
month7,city1,product3,163.0
month8,city1,product3,151.0
month9,city1,product3,153.0
month10,city1,product3,164.0
month11,city1,product3,150.0
month12,city1,product3,152.0
month1,city1,product4,156.0
month2,city1,product4,144.0
month3,city1,product4,156.0
month4,city1,product4,149.0
month5,city1,product4,139.0
month6,city1,product4,150.0
month7,city1,product4,155.0
month8,city1,product4,142.0
month9,city1,product4,145.0
month10,city1,product4,155.0
month11,city1,product4,142.0
month12,city1,product4,144.0
month1,city1,product5,134.0
month2,city1,product5,124.0
month3,city1,product5,136.0
month4,city1,product5,128.0
month5,city1,product5,118.0
month6,city1,product5,127.0
month7,city1,product5,132.0
month8,city1,product5,121.0
month9,city1,product5,125.0
month10,city1,product5,135.0
month11,city1,product5,123.0
month12,city1,product5,122.0
month1,city1,product6,146.0
month2,city1,product6,134.0
month3,city1,product6,146.0
month4,city1,product6,138.0
month5,city1,product6,129.0
month6,city1,product6,139.0
month7,city1,product6,147.0
month8,city1,product6,131.0
month9,city1,product6,134.0
month10,city1,product6,148.0
month11,city1,product6,132.0
month12,city1,product6,134.0
month1,city1,product7,161.0
month2,city1,product7,150.0
month3,city1,product7,161.0
month4,city1,product7,154.0
month5,city1,product7,146.0
month6,city1,product7,155.0
month7,city1,product7,160.0
month8,city1,product7,147.0
month9,city1,product7,152.0
month10,city1,product7,162.0
month11,city1,product7,148.0
month12,city1,product7,150.0
month1,city1,product8,155.0
month2,city1,product8,143.0
month3,city1,product8,157.0
month4,city1,product8,146.0
month5,city1,product8,137.0
month6,city1,product8,149.0
month7,city1,product8,154.0
month8,city1,product8,141.0
month9,city1,product8,145.0
month10,city1,product8,155.0
month11,city1,product8,142.0
month12,city1,product8,144.0
month1,city1,product9,148.0
month2,city1,product9,137.0
month3,city1,product9,150.0
month4,city1,product9,141.0
month5,city1,product9,135.0
month6,city1,product9,144.0
month7,city1,product9,148.0
month8,city1,product9,135.0
month9,city1,product9,139.0
month10,city1,product9,150.0
month11,city1,product9,136.0
month12,city1,product9,136.0
month1,city1,product10,160.0
month2,city1,product10,150.0
month3,city1,product10,162.0
month4,city1,product10,152.0
month5,city1,product10,144.0
month6,city1,product10,152.0
month7,city1,product10,160.0
month8,city1,product10,148.0
month9,city1,product10,151.0
month10,city1,product10,163.0
month11,city1,product10,148.0
month12,city1,product10,149.0
month1,city1,product11,136.0
month2,city1,product11,124.0
month3,city1,product11,135.0
month4,city1,product11,127.0
month5,city1,product11,120.0
month6,city1,product11,128.0
month7,city1,product11,133.0
month8,city1,product11,122.0
month9,city1,product11,126.0
month10,city1,product11,137.0
month11,city1,product11,123.0
month12,city1,product11,123.0
month1,city1,product12,144.0
month2,city1,product12,132.0
month3,city1,product12,145.0
month4,city1,product12,136.0
month5,city1,product12,128.0
month6,city1,product12,138.0
month7,city1,product12,144.0
month8,city1,product12,129.0
month9,city1,product12,132.0
month10,city1,product12,146.0
month11,city1,product12,129.0
month12,city1,product12,132.0
month1,city1,product13,136.0
month2,city1,product13,125.0
month3,city1,product13,137.0
month4,city1,product13,130.0
month5,city1,product13,121.0
month6,city1,product13,129.0
month7,city1,product13,135.0
month8,city1,product13,120.0
month9,city1,product13,128.0
month10,city1,product13,138.0
month11,city1,product13,122.0
month12,city1,product13,124.0
month1,city1,product14,138.0
month2,city1,product14,127.0
month3,city1,product14,139.0
