Time,City,Product,Sales
week1,city1,product1,338.0
week2,city1,product1,353.0
week3,city1,product1,267.0
week4,city1,product1,265.0
week5,city1,product1,255.0
week6,city1,product1,314.0
week7,city1,product1,340.0
week8,city1,product1,310.0
week9,city1,product1,288.0
week10,city1,product1,321.0
week11,city1,product1,342.0
week12,city1,product1,363.0
week13,city1,product1,255.0
week14,city1,product1,267.0
week15,city1,product1,242.0
week16,city1,product1,346.0
week17,city1,product1,254.0
week18,city1,product1,279.0
week19,city1,product1,328.0
week20,city1,product1,257.0
week21,city1,product1,347.0
week22,city1,product1,324.0
week23,city1,product1,233.0
week24,city1,product1,330.0
week25,city1,product1,295.0
week26,city1,product1,352.0
week27,city1,product1,319.0
week28,city1,product1,318.0
week29,city1,product1,313.0
week30,city1,product1,272.0
week31,city1,product1,287.0
week32,city1,product1,244.0
week33,city1,product1,296.0
week34,city1,product1,333.0
week35,city1,product1,265.0
week36,city1,product1,270.0
week37,city1,product1,340.0
week38,city1,product1,274.0
week39,city1,product1,337.0
week40,city1,product1,264.0
week41,city1,product1,254.0
week42,city1,product1,293.0
week43,city1,product1,308.0
week44,city1,product1,302.0
week45,city1,product1,344.0
week46,city1,product1,336.0
week47,city1,product1,291.0
week48,city1,product1,326.0
week49,city1,product1,242.0
week50,city1,product1,316.0
week51,city1,product1,235.0
week52,city1,product1,355.0
week1,city1,product2,313.0
week2,city1,product2,322.0
week3,city1,product2,227.0
week4,city1,product2,234.0
week5,city1,product2,220.0
week6,city1,product2,288.0
week7,city1,product2,280.0
week8,city1,product2,249.0
week9,city1,product2,248.0
week10,city1,product2,275.0
week11,city1,product2,305.0
week12,city1,product2,311.0
week13,city1,product2,224.0
week14,city1,product2,242.0
week15,city1,product2,199.0
week16,city1,product2,294.0
week17,city1,product2,235.0
week18,city1,product2,231.0
week19,city1,product2,288.0
week20,city1,product2,212.0
week21,city1,product2,309.0
week22,city1,product2,284.0
week23,city1,product2,200.0
week24,city1,product2,285.0
week25,city1,product2,245.0
week26,city1,product2,301.0
week27,city1,product2,284.0
week28,city1,product2,261.0
week29,city1,product2,284.0
week30,city1,product2,237.0
week31,city1,product2,245.0
week32,city1,product2,214.0
week33,city1,product2,266.0
week34,city1,product2,285.0
week35,city1,product2,219.0
week36,city1,product2,248.0
week37,city1,product2,283.0
week38,city1,product2,225.0
week39,city1,product2,303.0
week40,city1,product2,230.0
week41,city1,product2,202.0
week42,city1,product2,256.0
week43,city1,product2,262.0
week44,city1,product2,246.0
week45,city1,product2,292.0
week46,city1,product2,295.0
week47,city1,product2,246.0
week48,city1,product2,286.0
week49,city1,product2,197.0
week50,city1,product2,263.0
week51,city1,product2,206.0
week52,city1,product2,296.0
week1,city1,product3,382.0
week2,city1,product3,385.0
week3,city1,product3,297.0
week4,city1,product3,263.0
week5,city1,product3,290.0
week6,city1,product3,350.0
week7,city1,product3,362.0
week8,city1,product3,326.0
week9,city1,product3,329.0
week10,city1,product3,363.0
week11,city1,product3,358.0
week12,city1,product3,391.0
week13,city1,product3,303.0
week14,city1,product3,300.0
week15,city1,product3,266.0
week16,city1,product3,367.0
week17,city1,product3,297.0
week18,city1,product3,305.0
week19,city1,product3,358.0
week20,city1,product3,282.0
week21,city1,product3,373.0
week22,city1,product3,348.0
week23,city1,product3,257.0
week24,city1,product3,364.0
week25,city1,product3,325.0
week26,city1,product3,389.0
week27,city1,product3,349.0
week28,city1,product3,344.0
week29,city1,product3,343.0
week30,city1,product3,315.0
week31,city1,product3,345.0
week32,city1,product3,276.0
week33,city1,product3,332.0
week34,city1,product3,337.0
week35,city1,product3,311.0
week36,city1,product3,321.0
week37,city1,product3,361.0
week38,city1,product3,294.0
week39,city1,product3,375.0
week40,city1,product3,302.0
week41,city1,product3,298.0
week42,city1,product3,349.0
week43,city1,product3,332.0
week44,city1,product3,330.0
week45,city1,product3,388.0
week46,city1,product3,367.0
week47,city1,product3,328.0
week48,city1,product3,350.0
week49,city1,product3,288.0
week50,city1,product3,328.0
week51,city1,product3,263.0
week52,city1,product3,387.0
week1,city1,product4,296.0
week2,city1,product4,287.0
week3,city1,product4,194.0
week4,city1,product4,212.0
week5,city1,product4,203.0
week6,city1,product4,248.0
week7,city1,product4,293.0
week8,city1,product4,246.0
week9,city1,product4,235.0
week10,city1,product4,266.0
week11,city1,product4,284.0
week12,city1,product4,297.0
week13,city1,product4,213.0
week14,city1,product4,228.0
week15,city1,product4,187.0
week16,city1,product4,282.0
week17,city1,product4,206.0
week18,city1,product4,219.0
week19,city1,product4,274.0
week20,city1,product4,192.0
week21,city1,product4,294.0
week22,city1,product4,261.0
week23,city1,product4,188.0
week24,city1,product4,267.0
week25,city1,product4,231.0
week26,city1,product4,310.0
week27,city1,product4,259.0
week28,city1,product4,262.0
week29,city1,product4,245.0
